Function name	Segment	Start	Length	Locals	Arguments	R	F	L	S	B	T	=
xpt_release_ccb	LOAD	FFFFFFFF822A70D0	0000011E	00000028	00000000	R	.	.	.	B	.	.
xpt_bus_register	LOAD	FFFFFFFF822A71F0	0000061F	00000248	00000000	R	.	.	.	B	.	.
xpt_async	LOAD	FFFFFFFF822A7810	0000018E	00000058	00000000	R	.	.	.	B	.	.
xpt_alloc_ccb_nowait	LOAD	FFFFFFFF822A79A0	00000016			R	.	.	.	.	.	.
xpt_bus_deregister	LOAD	FFFFFFFF822A79C0	000000C4	00000038	00000000	R	.	.	.	B	.	.
xpt_freeze_simq	LOAD	FFFFFFFF822A7A90	00000015	00000000	00000000	R	.	.	.	.	.	.
xpt_release_devq	LOAD	FFFFFFFF822A7AB0	00000013			R	.	.	.	.	.	.
xpt_release_devq_device	LOAD	FFFFFFFF822A7AD0	00000232	00000018	00000000	R	.	.	.	B	.	.
xpt_release_simq	LOAD	FFFFFFFF822A7D10	00000060	00000018	00000000	R	.	.	.	B	.	.
xpt_alloc_ccb	LOAD	FFFFFFFF822A7D70	00000016			R	.	.	.	.	.	.
xpt_alloc_device	LOAD	FFFFFFFF822A7D90	00000151	00000038	00000000	R	.	.	.	B	.	.
xpt_start_tags	LOAD	FFFFFFFF822A7EF0	000001B5	000000E8	00000000	R	.	.	.	B	.	.
xpt_stop_tags	LOAD	FFFFFFFF822A80B0	000001A5	000000E8	00000000	R	.	.	.	B	.	.
xpt_hold_boot	LOAD	FFFFFFFF822A8260	0000007D	00000010	00000000	R	.	.	.	B	.	.
xpt_release_boot	LOAD	FFFFFFFF822A82E0	00000108	00000008	00000000	R	.	.	.	B	.	.
xpt_finishconfig_task	LOAD	FFFFFFFF822A83F0	000000A1	00000038	00000000	R	.	.	.	B	.	.
xpt_register_async	LOAD	FFFFFFFF822A84A0	0000031E	00000118	00000000	R	.	.	.	B	.	.
xptsetasyncfunc	LOAD	FFFFFFFF822A87C0	000001BA	000004E8	00000000	R	.	.	.	B	.	.
xptsetasyncbusfunc	LOAD	FFFFFFFF822A8980	000001AD	000001E8	00000000	R	.	.	.	B	.	.
xptbustraverse	LOAD	FFFFFFFF822A8B30	0000018F	00000048	00000000	R	.	.	.	B	.	.
xptdefbusfunc	LOAD	FFFFFFFF822A8CC0	0000011A	00000028	00000000	R	.	.	.	B	.	.
xptpassannouncefunc	LOAD	FFFFFFFF822A8DE0	0000005E	00000010	00000000	R	.	.	.	B	.	.
xpt_alloc_device_default	LOAD	FFFFFFFF822A8E40	0000009E	00000020	00000000	R	.	.	.	B	.	.
xpt_dev_async_default	LOAD	FFFFFFFF822A8EE0	00000015			R	.	.	.	.	.	.
xptpdrvtraverse	LOAD	FFFFFFFF822A8F00	000000A0	00000018	00000000	R	.	.	.	B	.	.
xptpdperiphtraverse	LOAD	FFFFFFFF822A8FA0	0000028C	00000028	00000000	R	.	.	.	B	.	.
xptperiphmatch	LOAD	FFFFFFFF822A9230	00000107	00000028	00000000	R	.	.	.	B	.	.
xptedtbusfunc	LOAD	FFFFFFFF822A9340	000002FC	00000034	00000000	R	.	.	.	B	.	.
xptedttargetfunc	LOAD	FFFFFFFF822A9640	000000F1	00000018	00000000	R	.	.	.	B	.	.
xptedtdevicefunc	LOAD	FFFFFFFF822A9740	0000048C	00000048	00000000	R	.	.	.	B	.	.
xptedtperiphfunc	LOAD	FFFFFFFF822A9BD0	000001AC	00000020	00000000	R	.	.	.	B	.	.
cam_module_event_handler	LOAD	FFFFFFFF822A9D80	000003B6	00000058	00000000	R	.	.	.	B	.	.
xptaction	LOAD	FFFFFFFF822AA140	00000101	00000018	00000000	R	.	.	.	B	.	.
xptpoll	LOAD	FFFFFFFF822AA250	00000001	00000000	00000000	R	.	.	.	.	.	.
xptregister	LOAD	FFFFFFFF822AA260	00000039	00000008	00000000	R	.	.	.	B	.	.
camisr	LOAD	FFFFFFFF822AA2A0	00000206	00000038	00000000	R	.	.	.	B	.	.
xpt_config	LOAD	FFFFFFFF822AA4B0	0000010B	00000010	00000000	R	.	.	.	B	.	.
xpt_boot_delay	LOAD	FFFFFFFF822AA5C0	00000005	00000000	00000000	R	.	.	.	.	.	.
xpt_scanner_thread	LOAD	FFFFFFFF822AA5D0	00000198	00000020	00000000	.	.	.	.	B	.	.
xpt_modevent	LOAD	FFFFFFFF822AA770	00000035	00000008	00000000	R	.	.	.	B	.	.
xpt_periph_init	LOAD	FFFFFFFF822AA7B0	00000024			R	.	.	.	.	.	.
xptopen	LOAD	FFFFFFFF822AA7E0	000000D8	00000020	00000000	R	.	.	.	B	.	.
xptclose	LOAD	FFFFFFFF822AA8C0	00000077	00000018	00000000	R	.	.	.	B	.	.
xptioctl	LOAD	FFFFFFFF822AA940	00000AF6	00000518	00000000	R	.	.	.	B	.	.
xptdone	LOAD	FFFFFFFF822AB440	00000009			R	.	.	.	.	.	.
ata_version	LOAD	FFFFFFFF822AB450	0000001D	00000000	00000000	R	.	.	.	.	.	.
ata_op_string	LOAD	FFFFFFFF822AB470	00000418	00000000	00000000	R	.	.	.	.	.	.
ata_cmd_string	LOAD	FFFFFFFF822AB890	00000099	00000078	00000000	R	.	.	.	B	.	.
ata_res_string	LOAD	FFFFFFFF822AB930	0000008B	00000068	00000000	R	.	.	.	B	.	.
ata_command_sbuf	LOAD	FFFFFFFF822AB9C0	0000010E	000000B8	00000000	R	.	.	.	B	.	.
ata_status_sbuf	LOAD	FFFFFFFF822ABAD0	000001D9	00000058	00000000	R	.	.	.	B	.	.
ata_res_sbuf	LOAD	FFFFFFFF822ABCB0	000000DE	00000098	00000000	R	.	.	.	B	.	.
ata_print_ident	LOAD	FFFFFFFF822ABD90	00000127	00000068	00000000	R	.	.	.	B	.	.
ata_logical_sector_size	LOAD	FFFFFFFF822ABEC0	0000002D	00000000	00000000	R	.	.	.	.	.	.
ata_physical_sector_size	LOAD	FFFFFFFF822ABEF0	00000054	00000000	00000000	R	.	.	.	.	.	.
ata_logical_sector_offset	LOAD	FFFFFFFF822ABF50	00000055	00000000	00000000	R	.	.	.	.	.	.
ata_28bit_cmd	LOAD	FFFFFFFF822ABFB0	000000A7	00000034	00000000	R	.	.	.	B	.	.
ata_48bit_cmd	LOAD	FFFFFFFF822AC060	000000CE	00000034	00000000	R	.	.	.	B	.	.
ata_ncq_cmd	LOAD	FFFFFFFF822AC130	00000096	00000028	00000000	R	.	.	.	B	.	.
ata_reset_cmd	LOAD	FFFFFFFF822AC1D0	0000002F	00000010	00000000	R	.	.	.	B	.	.
ata_pm_read_cmd	LOAD	FFFFFFFF822AC200	0000004F	00000020	00000000	R	.	.	.	B	.	.
ata_pm_write_cmd	LOAD	FFFFFFFF822AC250	00000074	00000028	00000000	R	.	.	.	B	.	.
ata_bswap	LOAD	FFFFFFFF822AC2D0	0000001E	00000000	00000000	R	.	.	.	.	.	.
ata_btrim	LOAD	FFFFFFFF822AC2F0	00000041	00000000	00000000	R	.	.	.	.	.	.
ata_bpack	LOAD	FFFFFFFF822AC340	0000007B	00000000	00000000	R	.	.	.	.	.	.
ata_max_pmode	LOAD	FFFFFFFF822AC3C0	00000069	00000000	00000000	R	.	.	.	.	.	.
ata_max_wmode	LOAD	FFFFFFFF822AC430	00000024	00000000	00000000	R	.	.	.	.	.	.
ata_max_umode	LOAD	FFFFFFFF822AC460	00000059	00000000	00000000	R	.	.	.	.	.	.
ata_max_mode	LOAD	FFFFFFFF822AC4C0	00000127	00000000	00000000	R	.	.	.	.	.	.
ata_mode2string	LOAD	FFFFFFFF822AC5F0	000000DD	00000000	00000000	R	.	.	.	.	.	.
ata_string2mode	LOAD	FFFFFFFF822AC6D0	00000241	00000018	00000000	R	.	.	.	B	.	.
ata_mode2speed	LOAD	FFFFFFFF822AC920	0000008A	00000000	00000000	R	.	.	.	.	.	.
ata_revision2speed	LOAD	FFFFFFFF822AC9B0	0000001D	00000000	00000000	R	.	.	.	.	.	.
ata_speed2revision	LOAD	FFFFFFFF822AC9D0	0000003E	00000000	00000000	R	.	.	.	.	.	.
ata_identify_match	LOAD	FFFFFFFF822ACA10	0000004A	00000018	00000000	R	.	.	.	B	.	.
ata_static_identify_match	LOAD	FFFFFFFF822ACA60	0000004D	00000018	00000000	R	.	.	.	B	.	.
ata_get_xport	LOAD	FFFFFFFF822ACAB0	00000008	00000000	00000000	R	.	.	.	.	.	.
ata_alloc_device	LOAD	FFFFFFFF822ACAC0	0000013B	00000058	00000000	R	.	.	.	B	.	.
ata_action	LOAD	FFFFFFFF822ACC00	0000018D	00000000	00000000	R	.	.	.	.	.	.
ata_dev_async	LOAD	FFFFFFFF822ACD90	00000104	00000048	00000000	R	.	.	.	B	.	.
ata_announce_periph	LOAD	FFFFFFFF822ACEA0	000002D2	000002B8	00000000	R	.	.	.	B	.	.
ata_scan_lun	LOAD	FFFFFFFF822AD180	0000023C	000001F8	00000000	R	.	.	.	B	.	.
ata_set_transfer_settings	LOAD	FFFFFFFF822AD3C0	0000038C	000002C8	00000000	R	.	.	.	B	.	.
xptscandone	LOAD	FFFFFFFF822AD750	00000037	00000010	00000000	R	.	.	.	B	.	.
proberegister	LOAD	FFFFFFFF822AD790	00000129	00000018	00000000	R	.	.	.	B	.	.
probecleanup	LOAD	FFFFFFFF822AD8C0	00000010			R	.	.	.	.	.	.
probestart	LOAD	FFFFFFFF822AD8D0	000009B6	00000148	00000000	R	.	.	.	B	.	.
ata_init_callout_func	LOAD	FFFFFFFF822AE290	00000010	00000000	00000000	R	.	.	.	.	.	.
probedone	LOAD	FFFFFFFF822AE2A0	0000103A	000002F8	00000000	R	.	.	.	B	.	.
ata_device_transport	LOAD	FFFFFFFF822AF2E0	0000020C	000002B8	00000000	R	.	.	.	B	.	.
ata_scan_bus	LOAD	FFFFFFFF822AF4F0	0000036B	00000118	00000000	R	.	.	.	B	.	.
aprobe_modevent	LOAD	FFFFFFFF822AF860	00000035	00000008	00000000	R	.	.	.	B	.	.
probe_periph_init	LOAD	FFFFFFFF822AF8A0	00000011			R	.	.	.	.	.	.
pmp_modevent	LOAD	FFFFFFFF822AF8C0	00000035	00000008	00000000	R	.	.	.	B	.	.
pmpinit	LOAD	FFFFFFFF822AF900	00000031	00000008	00000000	R	.	.	.	B	.	.
pmpasync	LOAD	FFFFFFFF822AF940	000001E4	00000078	00000000	R	.	.	.	B	.	.
pmpregister	LOAD	FFFFFFFF822AFB30	000000F5	00000020	00000000	R	.	.	.	B	.	.
pmponinvalidate	LOAD	FFFFFFFF822AFC30	000000B8	00000038	00000000	R	.	.	.	B	.	.
pmpcleanup	LOAD	FFFFFFFF822AFCF0	000000CB	00000018	00000000	R	.	.	.	B	.	.
pmpstart	LOAD	FFFFFFFF822AFDC0	0000044D	00000118	00000000	R	.	.	.	B	.	.
pmpdone	LOAD	FFFFFFFF822B0210	0000062E	00000138	00000000	R	.	.	.	B	.	.
pmprelease	LOAD	FFFFFFFF822B0840	000000C5	00000048	00000000	R	.	.	.	B	.	.
pmpsysctlinit	LOAD	FFFFFFFF822B0910	0000010B	000000F8	00000000	R	.	.	.	B	.	.
scsi_get_xport	LOAD	FFFFFFFF822B0A20	00000008	00000000	00000000	R	.	.	.	.	.	.
scsi_alloc_device	LOAD	FFFFFFFF822B0A30	0000016B	00000058	00000000	R	.	.	.	B	.	.
scsi_action	LOAD	FFFFFFFF822B0BA0	00000350	00000020	00000000	R	.	.	.	B	.	.
scsi_dev_async	LOAD	FFFFFFFF822B0EF0	00000139	00000048	00000000	R	.	.	.	B	.	.
scsi_announce_periph	LOAD	FFFFFFFF822B1030	000002CB	000002B8	00000000	R	.	.	.	B	.	.
scsi_toggle_tags	LOAD	FFFFFFFF822B1300	000000C3	00000108	00000000	R	.	.	.	B	.	.
scsi_scan_lun	LOAD	FFFFFFFF822B13D0	00000252	000001F8	00000000	R	.	.	.	B	.	.
scsi_set_transfer_settings	LOAD	FFFFFFFF822B1630	000005DA	000002C8	00000000	R	.	.	.	B	.	.
xptscandone_0	LOAD	FFFFFFFF822B1C10	00000037	00000010	00000000	R	.	.	.	B	.	.
proberegister_0	LOAD	FFFFFFFF822B1C50	000000E5	00000018	00000000	R	.	.	.	B	.	.
probecleanup_0	LOAD	FFFFFFFF822B1D40	00000010			R	.	.	.	.	.	.
probestart_0	LOAD	FFFFFFFF822B1D50	000004E3	00000068	00000000	R	.	.	.	B	.	.
probedone_0	LOAD	FFFFFFFF822B2240	000010E2	000002B8	00000000	R	.	.	.	B	.	.
scsi_devise_transport	LOAD	FFFFFFFF822B3330	000001D2	000002A8	00000000	R	.	.	.	B	.	.
probeschedule	LOAD	FFFFFFFF822B3510	00000140	000002B8	00000000	R	.	.	.	B	.	.
scsi_scan_bus	LOAD	FFFFFFFF822B3660	000006B4	00000058	00000000	R	.	.	.	B	.	.
probe_modevent	LOAD	FFFFFFFF822B3D20	00000035	00000008	00000000	R	.	.	.	B	.	.
probe_periph_init_0	LOAD	FFFFFFFF822B3D60	00000001	00000000	00000000	R	.	.	.	.	.	.
sysctl_cam_search_luns	LOAD	FFFFFFFF822B3D70	00000068	00000028	00000000	R	.	.	.	B	.	.
scsi_op_desc	LOAD	FFFFFFFF822B3DE0	0000013A	00000038	00000000	R	.	.	.	B	.	.
scsi_inquiry_match	LOAD	FFFFFFFF822B3F20	00000087	00000018	00000000	R	.	.	.	B	.	.
scsi_sense_desc	LOAD	FFFFFFFF822B3FB0	000000A8	00000048	00000000	R	.	.	.	B	.	.
fetchtableentries	LOAD	FFFFFFFF822B4060	00000187	00000098	00000000	R	.	.	.	B	.	.
scsi_error_action	LOAD	FFFFFFFF822B41F0	0000015F	00000068	00000000	R	.	.	.	B	.	.
scsi_extract_sense_len	LOAD	FFFFFFFF822B4350	000000DF	00000000	00000004	R	.	.	.	.	.	.
scsi_cdb_string	LOAD	FFFFFFFF822B4430	0000008D	00000034	00000000	R	.	.	.	B	.	.
scsi_status_string	LOAD	FFFFFFFF822B44C0	000000EE	00000010	00000000	R	.	.	.	B	.	.
scsi_command_string	LOAD	FFFFFFFF822B45B0	000001CC	00000088	00000000	R	.	.	.	B	.	.
scsi_desc_iterate	LOAD	FFFFFFFF822B4780	00000097	00000038	00000000	R	.	.	.	B	.	.
scsi_find_desc	LOAD	FFFFFFFF822B4820	0000005B	00000000	00000000	R	.	.	.	.	.	.
scsi_set_sense_data_va	LOAD	FFFFFFFF822B4880	000004FA	000000B8	00000008	R	.	.	.	B	.	.
scsi_set_sense_data	LOAD	FFFFFFFF822B4D80	00000058	00000068	00000001	R	.	.	.	B	.	.
scsi_get_sense_info	LOAD	FFFFFFFF822B4DE0	000002B6	00000008	00000000	R	.	.	.	.	.	.
scsi_sense_type	LOAD	FFFFFFFF822B50A0	0000001C	00000000	00000000	R	.	.	.	.	.	.
scsi_get_sks	LOAD	FFFFFFFF822B50C0	000000D6	00000008	00000000	R	.	.	.	B	.	.
scsi_get_block_info	LOAD	FFFFFFFF822B51A0	000000CB	00000000	00000000	R	.	.	.	.	.	.
scsi_get_stream_info	LOAD	FFFFFFFF822B5270	000000CB	00000000	00000000	R	.	.	.	.	.	.
scsi_info_sbuf	LOAD	FFFFFFFF822B5340	00000011			R	.	.	.	.	.	.
scsi_command_sbuf	LOAD	FFFFFFFF822B5360	00000011			R	.	.	.	.	.	.
scsi_progress_sbuf	LOAD	FFFFFFFF822B5380	0000001E			R	.	.	.	.	.	.
scsi_sks_sbuf	LOAD	FFFFFFFF822B53A0	000001C4	00000088	00000000	R	.	.	.	B	.	.
scsi_fru_sbuf	LOAD	FFFFFFFF822B5570	00000013			R	.	.	.	.	.	.
scsi_stream_sbuf	LOAD	FFFFFFFF822B5590	000000A6	00000020	00000000	R	.	.	.	B	.	.
scsi_block_sbuf	LOAD	FFFFFFFF822B5640	00000015	00000000	00000000	R	.	.	.	.	.	.
scsi_sense_info_sbuf	LOAD	FFFFFFFF822B5660	00000064	00000000	00000008	R	.	.	.	.	.	.
scsi_sense_command_sbuf	LOAD	FFFFFFFF822B56D0	00000064	00000000	00000008	R	.	.	.	.	.	.
scsi_sense_sks_sbuf	LOAD	FFFFFFFF822B5740	00000069	00000038	00000008	R	.	.	.	B	.	.
scsi_sense_fru_sbuf	LOAD	FFFFFFFF822B57B0	00000017	00000000	00000008	R	.	.	.	.	.	.
scsi_sense_stream_sbuf	LOAD	FFFFFFFF822B57D0	00000061	00000028	00000008	R	.	.	.	B	.	.
scsi_sense_block_sbuf	LOAD	FFFFFFFF822B5840	0000006C	00000028	00000008	R	.	.	.	B	.	.
scsi_sense_progress_sbuf	LOAD	FFFFFFFF822B58B0	00000114	00000048	00000008	R	.	.	.	B	.	.
scsi_sense_generic_sbuf	LOAD	FFFFFFFF822B59D0	0000005E	00000020	00000008	R	.	.	.	B	.	.
scsi_sense_desc_sbuf	LOAD	FFFFFFFF822B5A30	0000009E	00000020	00000008	R	.	.	.	B	.	.
scsi_sense_only_sbuf	LOAD	FFFFFFFF822B5AD0	00000479	000000A8	00000004	R	.	.	.	B	.	.
scsi_sense_sbuf	LOAD	FFFFFFFF822B5F50	00000194	00000098	00000000	R	.	.	.	B	.	.
scsi_sense_string	LOAD	FFFFFFFF822B60F0	00000064	00000058	00000000	R	.	.	.	B	.	.
scsi_sense_print	LOAD	FFFFFFFF822B6160	0000008A	00000268	00000000	R	.	.	.	B	.	.
scsi_extract_sense	LOAD	FFFFFFFF822B61F0	00000054	00000000	00000000	R	.	.	.	.	.	.
scsi_get_sense_key	LOAD	FFFFFFFF822B6250	00000048	00000028	00000000	R	.	.	.	B	.	.
scsi_get_asc	LOAD	FFFFFFFF822B62A0	00000048	00000028	00000000	R	.	.	.	B	.	.
scsi_get_ascq	LOAD	FFFFFFFF822B62F0	00000048	00000028	00000000	R	.	.	.	B	.	.
scsi_print_inquiry	LOAD	FFFFFFFF822B6340	00000157	000000A8	00000000	R	.	.	.	B	.	.
scsi_calc_syncsrate	LOAD	FFFFFFFF822B64A0	00000045	00000000	00000000	R	.	.	.	.	.	.
scsi_calc_syncparam	LOAD	FFFFFFFF822B64F0	0000003F	00000000	00000000	R	.	.	.	.	.	.
scsi_devid_is_naa_ieee_reg	LOAD	FFFFFFFF822B6530	00000021	00000000	00000000	R	.	.	.	.	.	.
scsi_devid_is_sas_target	LOAD	FFFFFFFF822B6560	00000031	00000000	00000000	R	.	.	.	.	.	.
scsi_get_devid	LOAD	FFFFFFFF822B65A0	0000009C	00000030	00000000	R	.	.	.	B	.	.
sce_scsi_pass_throught_16_command	LOAD	FFFFFFFF822B6640	0000017B	00000028	0000000C	R	.	.	.	B	.	.
scsi_test_unit_ready_0	LOAD	FFFFFFFF822B67C0	0000006D	00000010	00000000	R	.	.	.	B	.	.
scsi_request_sense_0	LOAD	FFFFFFFF822B6830	00000074	00000018	0000000C	R	.	.	.	B	.	.
scsi_inquiry_0	LOAD	FFFFFFFF822B68B0	0000008E	00000020	0000001C	R	.	.	.	B	.	.
scsi_mode_sense	LOAD	FFFFFFFF822B6940	000000FE	00000048	00000024	R	.	.	.	B	.	.
scsi_mode_sense_len	LOAD	FFFFFFFF822B6A40	00000107	00000048	0000002C	R	.	.	.	B	.	.
scsi_mode_select	LOAD	FFFFFFFF822B6B50	0000003D	00000038	0000001C	R	.	.	.	B	.	.
scsi_mode_select_len	LOAD	FFFFFFFF822B6B90	00000100	00000048	00000024	R	.	.	.	B	.	.
scsi_log_sense	LOAD	FFFFFFFF822B6C90	000000D5	00000048	00000034	R	.	.	.	B	.	.
scsi_log_select	LOAD	FFFFFFFF822B6D70	000000CA	00000048	00000024	R	.	.	.	B	.	.
scsi_prevent	LOAD	FFFFFFFF822B6E40	00000078	00000018	00000004	R	.	.	.	B	.	.
scsi_read_capacity	LOAD	FFFFFFFF822B6EC0	0000006B	00000010	00000004	R	.	.	.	B	.	.
scsi_read_capacity_16	LOAD	FFFFFFFF822B6F30	000000F7	00000018	0000001C	R	.	.	.	B	.	.
scsi_report_luns	LOAD	FFFFFFFF822B7030	000000A5	00000020	00000014	R	.	.	.	B	.	.
scsi_report_target_group	LOAD	FFFFFFFF822B70E0	000000AB	00000020	00000014	R	.	.	.	B	.	.
scsi_set_target_group	LOAD	FFFFFFFF822B7190	00000098	00000018	0000000C	R	.	.	.	B	.	.
scsi_synchronize_cache	LOAD	FFFFFFFF822B7230	000000B3	00000020	0000000C	R	.	.	.	B	.	.
scsi_read_write	LOAD	FFFFFFFF822B72F0	00000274	00000030	00000034	R	.	.	.	.	.	.
scsi_receive_diagnostic_results	LOAD	FFFFFFFF822B7570	000000B8	00000048	0000001C	R	.	.	.	B	.	.
scsi_send_diagnostic	LOAD	FFFFFFFF822B7630	000000F6	00000034	00000034	R	.	.	.	B	.	.
scsi_start_stop	LOAD	FFFFFFFF822B7730	000000C5	00000048	00000014	R	.	.	.	B	.	.
scsi_static_inquiry_match	LOAD	FFFFFFFF822B7800	0000008A	00000018	00000000	R	.	.	.	B	.	.
scsi_devid_match	LOAD	FFFFFFFF822B7890	000000D9	00000058	00000000	R	.	.	.	B	.	.
sysctl_scsi_delay	LOAD	FFFFFFFF822B7970	00000086	00000028	00000000	R	.	.	.	B	.	.
init_scsi_delay	LOAD	FFFFFFFF822B7A00	00000086	00000028	00000000	R	.	.	.	B	.	.
ascentrycomp	LOAD	FFFFFFFF822B7A90	00000035	00000000	00000000	R	.	.	.	.	.	.
senseentrycomp	LOAD	FFFFFFFF822B7AD0	00000015	00000000	00000000	R	.	.	.	.	.	.
scsi_report_key	LOAD	FFFFFFFF822B7AF0	000000E6	00000034	00000024	R	.	.	.	B	.	.
scsi_send_key	LOAD	FFFFFFFF822B7BE0	000000B1	00000034	0000001C	R	.	.	.	B	.	.
scsi_read_dvd_structure	LOAD	FFFFFFFF822B7CA0	000000E2	00000034	0000002C	R	.	.	.	B	.	.
cd_modevent	LOAD	FFFFFFFF822B7D90	00000035	00000008	00000000	R	.	.	.	B	.	.
cdinit	LOAD	FFFFFFFF822B7DD0	0000007C	00000008	00000000	R	.	.	.	B	.	.
cdinit_event_func	LOAD	FFFFFFFF822B7E50	00000024			R	.	.	.	.	.	.
cdinit_callout_func	LOAD	FFFFFFFF822B7E80	00000062	00000008	00000000	R	.	.	.	B	.	.
cdasync	LOAD	FFFFFFFF822B7EF0	0000017C	00000088	00000000	R	.	.	.	B	.	.
cdshutdown	LOAD	FFFFFFFF822B8070	00000096	00000018	00000000	R	.	.	.	B	.	.
cdregister	LOAD	FFFFFFFF822B8110	000009FB	00000268	00000000	R	.	.	.	B	T	.
cdoninvalidate	LOAD	FFFFFFFF822B8B10	00000086	00000018	00000000	R	.	.	.	B	.	.
cdcleanup	LOAD	FFFFFFFF822B8BA0	000002BD	00000020	00000000	R	.	.	.	B	.	.
cdstart	LOAD	FFFFFFFF822B8E60	0000024D	00000068	00000000	R	.	.	.	B	.	.
cddone	LOAD	FFFFFFFF822B90B0	00000600	000005B8	00000000	R	.	.	.	B	.	.
cderror	LOAD	FFFFFFFF822B96C0	000000DE	00000048	00000000	R	.	.	.	B	.	.
cdchangerschedule	LOAD	FFFFFFFF822B97A0	00000156	00000018	00000000	R	.	.	.	B	.	.
cdrunchangerqueue	LOAD	FFFFFFFF822B9900	0000017F	00000020	00000000	R	.	.	.	B	.	.
cdshorttimeout	LOAD	FFFFFFFF822B9A80	0000004B	00000010	00000000	R	.	.	.	B	.	.
cd6byteworkaround	LOAD	FFFFFFFF822B9AD0	00000256	00000058	00000000	R	.	.	.	B	.	.
cdsysctlinit	LOAD	FFFFFFFF822B9D30	0000015D	000000F8	00000000	R	.	.	.	B	.	.
cdopen	LOAD	FFFFFFFF822B9E90	000001BD	00000020	00000000	R	.	.	.	B	.	.
cdclose	LOAD	FFFFFFFF822BA050	000000F9	00000018	00000000	R	.	.	.	B	.	.
cdstrategy	LOAD	FFFFFFFF822BA150	00000191	00000028	00000000	R	.	.	.	B	.	.
cdioctl	LOAD	FFFFFFFF822BA2F0	000033AE	00000178	00000000	R	.	.	.	B	.	.
cdschedule	LOAD	FFFFFFFF822BD6A0	000000A4	00000010	00000000	R	.	.	.	B	.	.
cdcheckmedia	LOAD	FFFFFFFF822BD750	000003E7	00000068	00000000	R	.	.	.	B	.	.
cdgetmode	LOAD	FFFFFFFF822BDB40	000001A7	00000078	00000000	R	.	.	.	B	.	.
cdsetmode	LOAD	FFFFFFFF822BDCF0	00000173	00000068	00000000	R	.	.	.	B	.	.
cdreadtoc	LOAD	FFFFFFFF822BDE70	0000010A	00000034	00000000	R	.	.	.	B	.	.
cdstartunit	LOAD	FFFFFFFF822BDF80	000000AB	00000038	00000000	R	.	.	.	B	.	.
cdstopunit	LOAD	FFFFFFFF822BE030	000000A8	00000038	00000000	R	.	.	.	B	.	.
cdprevent	LOAD	FFFFFFFF822BE0E0	000000E2	00000038	00000000	R	.	.	.	B	.	.
cdsetspeed	LOAD	FFFFFFFF822BE1D0	0000011C	00000020	00000000	R	.	.	.	B	.	.
cdgetccb	LOAD	FFFFFFFF822BE2F0	000000E1	00000020	00000000	R	.	.	.	B	.	.
cdcmdsizesysctl	LOAD	FFFFFFFF822BE3E0	00000086	00000028	00000000	R	.	.	.	B	.	.
ada_modevent	LOAD	FFFFFFFF822BE470	00000035	00000008	00000000	R	.	.	.	B	.	.
adainit	LOAD	FFFFFFFF822BE4B0	000000D7	00000008	00000000	R	.	.	.	B	.	.
adaasync	LOAD	FFFFFFFF822BE590	000001AE	00000508	00000000	R	.	.	.	B	.	.
adasuspend	LOAD	FFFFFFFF822BE740	00000028	00000008	00000000	R	.	.	.	B	.	.
adaresume	LOAD	FFFFFFFF822BE770	00000104	00000018	00000000	R	.	.	.	B	.	.
adashutdown	LOAD	FFFFFFFF822BE880	0000003A	00000010	00000000	R	.	.	.	B	.	.
adaflush	LOAD	FFFFFFFF822BE8C0	0000022C	000004E8	00000000	R	.	.	.	B	.	.
adaspindown	LOAD	FFFFFFFF822BEAF0	0000022E	000004E8	00000000	R	.	.	.	B	.	.
adadone	LOAD	FFFFFFFF822BED20	000003FE	00000038	00000000	R	.	.	.	B	.	.
adaregister	LOAD	FFFFFFFF822BF120	00000905	000002A8	00000000	R	.	.	.	B	T	.
adaoninvalidate	LOAD	FFFFFFFF822BFA30	00000068	00000018	00000000	R	.	.	.	B	.	.
adacleanup	LOAD	FFFFFFFF822BFAA0	000000EB	00000018	00000000	R	.	.	.	B	.	.
adastart	LOAD	FFFFFFFF822BFB90	000007FE	00000078	00000000	R	.	.	.	B	.	.
adasysctlinit	LOAD	FFFFFFFF822C0390	000001A4	000000F8	00000000	R	.	.	.	B	.	.
adaopen	LOAD	FFFFFFFF822C0540	00000123	00000018	00000000	R	.	.	.	B	.	.
adaclose	LOAD	FFFFFFFF822C0670	0000020A	00000020	00000000	R	.	.	.	B	.	.
adastrategy	LOAD	FFFFFFFF822C0880	00000153	00000028	00000000	R	.	.	.	B	.	.
adagetattr	LOAD	FFFFFFFF822C09E0	0000005B	00000010	00000000	R	.	.	.	B	.	.
adadump	LOAD	FFFFFFFF822C0A40	000003AA	000004F8	00000000	R	.	.	.	B	.	.
adasendorderedtag	LOAD	FFFFFFFF822C0DF0	0000006A			R	.	.	.	.	.	.
sce_smart_save_exec	LOAD	FFFFFFFF822C0E60	000001AA	00000518	00000000	R	.	.	.	B	.	.
dadone	LOAD	FFFFFFFF822C1010	00000687	00000578	00000000	R	.	.	.	B	.	.
sce_standby_exec	LOAD	FFFFFFFF822C16A0	00000123	000004F8	00000000	R	.	.	.	B	.	.
daerror	LOAD	FFFFFFFF822C17D0	000000C7	00000048	00000000	R	.	.	.	B	.	.
dasetgeom	LOAD	FFFFFFFF822C18A0	000000D2	000000D8	00000000	R	.	.	.	B	.	.
